Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Opel,Corsa,1/2025,927 760 Kč,0 km,101 kW,Elektro,,Automat
Škoda,Kodiaq,10/2023,927 760 Kč,22 418 km,110 kW,Diesel,5.4 l/100km,Automat
Hyundai,IONIQ 5,5/2022,924 760 Kč,16 100 km,225 kW,Elektro,,Automat
Volkswagen,Arteon,6/2022,924 260 Kč,49 561 km,147 kW,Diesel,5.8 l/100km,Automat
Volkswagen,Golf,3/2024,918 760 Kč,9 636 km,180 kW,Benzín,6.5 l/100km,Automat
Toyota,C-HR,10/2024,918 760 Kč,101 km,103 kW,Hybrid,4.8 l/100km,Automat
Genesis,G70,6/2022,917 760 Kč,47 484 km,180 kW,Benzín,8.1 l/100km,Automat
Toyota,C-HR,9/2024,917 260 Kč,50 km,145 kW,Hybrid,4.9 l/100km,Automat
BMW,520,3/2022,916 760 Kč,23 000 km,150 kW,Hybrid,,Automat
Jeep,Compass,11/2022,916 760 Kč,15 500 km,177 kW,Benzín,2.1 l/100km,Automat
Audi,A3,2/2024,916 260 Kč,50 km,110 kW,Benzín,5.7 l/100km,Automat
Audi,A6,3/2021,916 260 Kč,41 300 km,150 kW,Diesel,4.7 l/100km,Automat
MINI,Countryman D,7/2023,909 760 Kč,9 500 km,110 kW,Diesel,4.6 l/100km,Automat
Mercedes-Benz,CLA 250 Shooting Brake,12/2023,909 760 Kč,20 300 km,160 kW,Hybrid,,Automat
Cupra,Born,1/2024,908 760 Kč,15 000 km,170 kW,Elektro,15.6 kWh/100km,Automat
Volvo,XC60,2/2021,907 260 Kč,26 000 km,257 kW,Hybrid,15.3 l/100km,Automat
Audi,Q3,11/2022,907 260 Kč,12 500 km,110 kW,Diesel,4.7 l/100km,Automat
Nissan,Qashqai,10/2024,905 260 Kč,10 km,140 kW,Hybrid,,Automat
Volkswagen,Golf,3/2023,904 760 Kč,33 020 km,221 kW,Benzín,6.6 l/100km,Automat
Volvo,XC40,2/2023,904 260 Kč,37 730 km,172 kW,Elektro,,Automat
Nissan,X-Trail,7/2024,902 260 Kč,7 500 km,152 kW,Benzín,,Automat
Škoda,Superb,1/2023,902 260 Kč,14 366 km,147 kW,Diesel,5 l/100km,Automat
Mercedes-Benz,A 180,6/2024,901 260 Kč,9 687 km,80 kW,Diesel,5.2 l/100km,Automat
Mercedes-Benz,GLC 300,9/2019,900 760 Kč,114 136 km,180 kW,Diesel,6.5 l/100km,Automat
BMW,318,3/2024,900 260 Kč,18 195 km,110 kW,Diesel,4.9 l/100km,Automat
Volkswagen,T6 Transporter,8/2023,897 760 Kč,60 909 km,81 kW,Diesel,6.8 l/100km,Manuál
Volkswagen,T-Roc,1/2025,896 760 Kč,0 km,110 kW,Benzín,6.2 l/100km,Automat
Mazda,3,12/2024,893 760 Kč,6 km,137 kW,Benzín,6.2 l/100km,Automat
Mercedes-Benz,E 300,7/2021,892 760 Kč,64 800 km,225 kW,Hybrid,6.9 l/100km,Automat
Audi,Q4 e-tron,12/2021,892 260 Kč,25 516 km,150 kW,Elektro,17.9 kWh/100km,Automat
Volkswagen,Golf,2/2024,892 260 Kč,16 250 km,180 kW,Benzín,6.5 l/100km,Automat
Volkswagen,T-Roc,4/2024,891 260 Kč,9 999 km,110 kW,Diesel,4.9 l/100km,Automat
Ford,Transit,3/2023,891 260 Kč,10 km,96 kW,Diesel,9.5 l/100km,Manuál
Volkswagen,Tiguan,2/2024,891 260 Kč,20 976 km,110 kW,Benzín,5.8 l/100km,Automat
Audi,A6,12/2020,890 760 Kč,76 958 km,220 kW,Hybrid,1.5 l/100km,Automat
Jaguar,F-Pace,9/2020,890 260 Kč,59 000 km,184 kW,Benzín,7.2 l/100km,Automat
Volkswagen,Passat,6/2024,889 760 Kč,25 346 km,110 kW,Diesel,5 l/100km,Automat
Volkswagen,T-Roc,5/2024,889 760 Kč,6 425 km,110 kW,Benzín,6.4 l/100km,Automat
Audi,A4,11/2023,885 760 Kč,15 910 km,100 kW,Diesel,4.2 l/100km,Automat
Volkswagen,T-Roc,12/2024,884 760 Kč,0 km,110 kW,Benzín,6.2 l/100km,Automat
Škoda,Kodiaq,2/2021,883 760 Kč,39 300 km,110 kW,Diesel,5.4 l/100km,Automat
Audi,A4,8/2020,881 760 Kč,81 738 km,210 kW,Diesel,6.3 l/100km,Automat
Volkswagen,Touran,3/2024,881 760 Kč,4 952 km,110 kW,Benzín,5.7 l/100km,Manuál
Mercedes-Benz,Vito,8/2021,879 760 Kč,51 658 km,100 kW,Diesel,7.3 l/100km,Automat
Volkswagen,Tiguan Allspace,9/2021,879 760 Kč,83 000 km,147 kW,Diesel,5.4 l/100km,Automat
Mercedes-Benz,E 220,12/2020,878 260 Kč,24 706 km,143 kW,Diesel,5.5 l/100km,Automat
BMW,218 Gran Coupé,8/2024,875 760 Kč,23 003 km,100 kW,Benzín,5.4 l/100km,Automat
Volkswagen,T-Roc,1/2025,875 760 Kč,0 km,110 kW,Benzín,6.2 l/100km,Automat
MINI,Cooper Countryman,2/2023,875 760 Kč,27 000 km,100 kW,Benzín,5.3 l/100km,Automat
Mercedes-Benz,GLE 350,7/2017,873 760 Kč,150 000 km,190 kW,Diesel,6.9 l/100km,Automat
Audi,Q2,2/2025,873 260 Kč,19 km,85 kW,Diesel,4.8 l/100km,Manuál
Cupra,Formentor,2/2022,872 260 Kč,25 000 km,228 kW,Benzín,7.7 l/100km,Automat
Ford,Ranger,1/2021,869 760 Kč,81 360 km,156 kW,Diesel,7.8 l/100km,Automat
Citroën,C5,12/2022,868 760 Kč,0 km,133 kW,Hybrid,,Automat
Nissan,X-Trail,3/2023,866 260 Kč,31 500 km,150 kW,Benzín,,Automat
Renault,Megane,6/2023,866 260 Kč,150 km,161 kW,Elektro,16.2 kWh/100km,Automat
Toyota,Corolla,2/2025,866 260 Kč,20 km,131 kW,Hybrid,,Automat
Audi,A6,7/2019,866 260 Kč,78 030 km,150 kW,Diesel,4.9 l/100km,Automat
Audi,Q3,12/2021,866 260 Kč,35 999 km,180 kW,Hybrid,1.4 l/100km,Automat
Volvo,V90,12/2021,866 260 Kč,96 600 km,293 kW,Hybrid,,Automat
Ora,Funky Cat,8/2023,865 760 Kč,5 900 km,126 kW,Elektro,16.8 kWh/100km,Automat
Audi,A6,1/2020,865 260 Kč,118 597 km,210 kW,Diesel,5.8 l/100km,Automat
Mercedes-Benz,GLA 250,7/2020,864 760 Kč,11 500 km,165 kW,Benzín,6.5 l/100km,Automat
Volkswagen,Golf,8/2021,864 760 Kč,30 850 km,221 kW,Benzín,6.6 l/100km,Manuál
Cupra,Leon,2/2025,864 760 Kč,10 km,110 kW,Diesel,6.2 l/100km,Automat
Cupra,Formentor,2/2022,863 260 Kč,57 150 km,228 kW,Benzín,7.7 l/100km,Automat
Suzuki,Jimny,7/2024,863 260 Kč,7 km,75 kW,Benzín,7.7 l/100km,Manuál
Audi,A6,6/2021,863 260 Kč,107 400 km,220 kW,Hybrid,1.5 l/100km,Automat
Audi,A5,7/2021,862 260 Kč,88 000 km,120 kW,Hybrid,4.5 l/100km,Automat
BMW,330,1/2022,861 760 Kč,78 144 km,185 kW,Hybrid,,Automat
Land Rover,Range Rover Evoque,10/2020,859 760 Kč,83 085 km,132 kW,Diesel,5.5 l/100km,Automat
BYD,Atto 3,5/2024,859 260 Kč,9 829 km,150 kW,Elektro,,Automat
Cupra,Born,3/2024,858 760 Kč,16 200 km,170 kW,Elektro,15.5 kWh/100km,Automat
Toyota,Corolla,9/2024,857 760 Kč,20 km,144 kW,Hybrid,4.7 l/100km,Automat
Cupra,Formentor,6/2024,855 760 Kč,10 000 km,110 kW,Benzín,5.5 l/100km,Automat
Kia,Niro,1/2024,852 260 Kč,8 243 km,135 kW,Hybrid,,Automat
Volkswagen,Touran,2/2021,851 760 Kč,43 375 km,110 kW,Diesel,4.9 l/100km,Automat
Cupra,Formentor,9/2023,849 760 Kč,11 000 km,140 kW,Benzín,6.9 l/100km,Automat
Volkswagen,Tiguan,7/2020,849 760 Kč,72 338 km,176 kW,Diesel,6.4 l/100km,Automat
Ford,Mustang Mach-E,12/2022,847 760 Kč,5 000 km,198 kW,Elektro,,Automat
Volkswagen,Passat,5/2024,846 260 Kč,17 308 km,110 kW,Benzín,6.6 l/100km,Automat
Mercedes-Benz,E 300,2/2021,839 760 Kč,104 993 km,225 kW,Hybrid,6.9 l/100km,Automat
Hyundai,Kona,12/2024,839 760 Kč,50 km,104 kW,Hybrid,5.4 l/100km,Automat
Renault,Kangoo,6/2024,839 760 Kč,5 km,90 kW,Elektro,19.4 kWh/100km,Automat
Mercedes-Benz,CLA 180 Shooting Brake,1/2023,839 260 Kč,46 800 km,100 kW,Benzín,5.9 l/100km,Automat
Kia,ProCeed,1/2025,839 260 Kč,10 km,103 kW,Benzín,1.3 l/100km,Automat
Audi,A4,7/2021,838 760 Kč,55 700 km,150 kW,Diesel,4.5 l/100km,Automat
Mercedes-Benz,A 200,3/2021,837 260 Kč,14 809 km,120 kW,Benzín,5.8 l/100km,Automat
Audi,A1,2/2023,837 260 Kč,26 368 km,152 kW,Benzín,5.5 l/100km,Automat
Toyota,Corolla,9/2024,837 260 Kč,5 km,104 kW,Hybrid,3.6 l/100km,Automat
Mercedes-Benz,E 300,3/2022,836 760 Kč,121 500 km,235 kW,Hybrid,,Automat
Renault,Austral,4/2023,836 260 Kč,23 858 km,103 kW,Hybrid,,Automat
Audi,Q4 e-tron,1/2022,836 260 Kč,26 846 km,125 kW,Elektro,17.9 kWh/100km,Automat
Tesla,Model X,3/2017,832 260 Kč,116 030 km,311 kW,Elektro,,Automat
Hyundai,Tucson,8/2024,829 260 Kč,995 km,169 kW,Hybrid,4.8 l/100km,Automat
Audi,A4,3/2024,826 760 Kč,27 832 km,110 kW,Benzín,5.7 l/100km,Automat
Mazda,6,11/2023,826 760 Kč,14 938 km,143 kW,Benzín,7.6 l/100km,Automat
Mazda,CX-30,10/2024,826 260 Kč,0 km,103 kW,Benzín,6.6 l/100km,Automat
Fiat,Ducato,2/2025,825 260 Kč,1 km,103 kW,Diesel,7.9 l/100km,Manuál
Audi,A3,12/2023,825 260 Kč,19 345 km,150 kW,Hybrid,6.1 l/100km,Automat
Audi,A3,1/2024,824 260 Kč,25 000 km,150 kW,Hybrid,6.1 l/100km,Automat
Volkswagen,T-Roc,1/2022,824 260 Kč,39 336 km,221 kW,Benzín,8.6 l/100km,Automat
SsangYong,Musso,1/2023,824 260 Kč,10 775 km,149 kW,Diesel,,Automat
Volvo,XC60,8/2022,823 760 Kč,21 818 km,145 kW,Benzín,7.1 l/100km,Automat
Mercedes-Benz,Vito,1/2022,822 260 Kč,14 658 km,120 kW,Diesel,7.1 l/100km,Manuál
Jaguar,E-Pace,9/2022,817 260 Kč,39 000 km,120 kW,Diesel,7.7 l/100km,Manuál
Mercedes-Benz,Vito,4/2021,816 260 Kč,151 243 km,120 kW,Diesel,7.3 l/100km,Automat
BMW,530,4/2019,816 260 Kč,93 000 km,195 kW,Diesel,7 l/100km,Automat
Mercedes-Benz,CLA 200,11/2022,814 760 Kč,18 500 km,120 kW,Benzín,5.3 l/100km,Automat
Toyota,C-HR,2/2025,814 760 Kč,3 000 km,90 kW,Hybrid,,Automat
Audi,Q3,8/2021,814 760 Kč,57 004 km,110 kW,Diesel,4.7 l/100km,Automat
Lexus,UX,6/2023,814 260 Kč,29 442 km,135 kW,Hybrid,,Automat
Mercedes-Benz,GLC 220,6/2022,813 260 Kč,158 723 km,143 kW,Diesel,6.1 l/100km,Automat
BMW,330,8/2021,813 260 Kč,24 800 km,215 kW,Hybrid,,Automat
Škoda,Karoq,6/2024,813 260 Kč,25 km,110 kW,Benzín,5.6 l/100km,Automat
Volkswagen,T-Roc,1/2025,812 760 Kč,5 km,110 kW,Benzín,6.2 l/100km,Automat
Audi,A3,5/2023,812 260 Kč,19 671 km,110 kW,Benzín,5.7 l/100km,Automat
Cupra,Formentor,7/2023,812 260 Kč,5 500 km,150 kW,Hybrid,,Automat
Citroën,C5 Aircross,7/2023,811 760 Kč,2 300 km,133 kW,Hybrid,6.5 l/100km,Automat
Volkswagen,Passat Alltrack,3/2023,811 260 Kč,51 390 km,149 kW,Diesel,6.1 l/100km,Automat
Volvo,V60,3/2022,810 760 Kč,72 631 km,293 kW,Hybrid,6.6 l/100km,Automat
Jeep,Compass,12/2022,810 760 Kč,250 km,176 kW,Hybrid,2.1 l/100km,Automat
Ford,Transit Custom,2/2023,807 260 Kč,6 100 km,96 kW,Diesel,7.7 l/100km,Manuál
Ford,Kuga,3/2023,806 760 Kč,436 km,140 kW,Hybrid,5.1 l/100km,Automat
Jaguar,E-Pace,6/2020,805 760 Kč,29 282 km,132 kW,Diesel,6 l/100km,Automat
Audi,Q5,11/2020,805 760 Kč,146 281 km,210 kW,Diesel,6.8 l/100km,Automat
Fiat,Doblo,1/2025,803 260 Kč,1 km,96 kW,Diesel,5.6 l/100km,Automat
BMW,118,3/2024,800 260 Kč,23 395 km,100 kW,Benzín,5.4 l/100km,Automat
Volkswagen,Golf,2/2025,798 760 Kč,1 000 km,110 kW,Diesel,3.9 l/100km,Automat
BMW,330,12/2020,798 260 Kč,109 847 km,185 kW,Hybrid,1.7 l/100km,Automat
Ford,Kuga,9/2023,798 260 Kč,20 953 km,165 kW,Hybrid,,Automat
Ford,Transit Custom,4/2021,798 260 Kč,26 500 km,92 kW,Hybrid,,Automat
Alfa Romeo,Stelvio,9/2022,797 760 Kč,67 763 km,118 kW,Diesel,5.6 l/100km,Automat
Audi,Q2,8/2023,796 260 Kč,7 700 km,110 kW,Benzín,6.1 l/100km,Automat
Alfa Romeo,Stelvio,3/2022,795 760 Kč,74 122 km,118 kW,Diesel,5.6 l/100km,Automat
BMW,218,4/2024,795 760 Kč,31 209 km,115 kW,Benzín,6.5 l/100km,Automat
Mercedes-Benz,Vito,9/2022,795 760 Kč,13 058 km,100 kW,Diesel,7.2 l/100km,Manuál
BMW,530,7/2019,795 760 Kč,108 621 km,185 kW,Benzín,7.1 l/100km,Automat
Volvo,XC40,1/2022,795 760 Kč,29 900 km,192 kW,Hybrid,,Automat
Audi,A6,1/2020,795 260 Kč,100 000 km,120 kW,Diesel,4.7 l/100km,Automat
BMW,X3,12/2021,794 760 Kč,104 761 km,140 kW,Hybrid,4.8 l/100km,Automat
Citroën,Jumpy,12/2024,793 760 Kč,1 km,133 kW,Diesel,7.4 l/100km,Automat
BMW,118,4/2023,793 760 Kč,25 500 km,101 kW,Benzín,5.4 l/100km,Automat
Mercedes-Benz,GLC 250,8/2018,792 760 Kč,76 713 km,155 kW,Benzín,8.6 l/100km,Automat
Alfa Romeo,Tonale,5/2023,791 760 Kč,19 000 km,118 kW,Benzín,5.4 l/100km,Automat
Mercedes-Benz,A 200,4/2023,791 760 Kč,9 600 km,160 kW,Hybrid,,Automat
Cupra,Formentor,3/2023,788 760 Kč,10 222 km,150 kW,Hybrid,,Automat
Volkswagen,ID.4,12/2022,788 260 Kč,60 050 km,152 kW,Elektro,,Automat
Mercedes-Benz,CLA 200,1/2021,787 760 Kč,32 000 km,121 kW,Benzín,5.5 l/100km,Automat
Ford,Transit,1/2024,786 760 Kč,38 490 km,96 kW,Diesel,7.5 l/100km,Manuál
Mazda,3,10/2024,786 760 Kč,0 km,137 kW,Benzín,5.5 l/100km,Manuál
Tesla,Model 3,10/2019,786 760 Kč,45 001 km,350 kW,Elektro,,Automat
MINI,Cooper E,12/2024,785 260 Kč,24 km,135 kW,Elektro,14 kWh/100km,Automat
BMW,X2,7/2021,785 260 Kč,54 721 km,162 kW,Hybrid,7.2 l/100km,Automat
Kia,Sportage,3/2023,785 260 Kč,62 159 km,171 kW,Hybrid,5.9 l/100km,Automat
Land Rover,Range Rover Evoque,1/2020,784 760 Kč,55 408 km,110 kW,Diesel,5.6 l/100km,Automat
Volkswagen,Polo,1/2025,784 260 Kč,60 km,152 kW,Benzín,6.8 l/100km,Automat
Audi,A1,1/2025,784 260 Kč,10 km,70 kW,Benzín,4.9 l/100km,Automat
BMW,X1,7/2022,784 260 Kč,80 000 km,140 kW,Diesel,5.4 l/100km,Automat
Alfa Romeo,Tonale,11/2022,783 760 Kč,22 294 km,118 kW,Benzín,5.7 l/100km,Automat
Lynk & Co,01,8/2023,782 260 Kč,14 334 km,192 kW,Hybrid,,Automat
Mercedes-Benz,E 300,11/2021,781 760 Kč,111 100 km,225 kW,Hybrid,6.9 l/100km,Automat
Audi,Q4 e-tron,9/2021,780 760 Kč,35 600 km,125 kW,Elektro,,Automat
Toyota,Yaris,10/2024,780 760 Kč,10 km,96 kW,Hybrid,4.2 l/100km,Automat
Volkswagen,Passat,1/2024,780 260 Kč,28 086 km,110 kW,Benzín,6.6 l/100km,Automat
Mazda,6,10/2023,780 260 Kč,27 320 km,143 kW,Benzín,7.6 l/100km,Automat
Volkswagen,Passat Alltrack,10/2019,775 260 Kč,122 750 km,176 kW,Diesel,6 l/100km,Automat
Volkswagen,Tiguan,9/2020,774 260 Kč,97 780 km,140 kW,Diesel,5.8 l/100km,Automat
Volvo,XC40,11/2021,774 260 Kč,40 757 km,155 kW,Hybrid,,Automat
Audi,A1,7/2024,773 760 Kč,5 000 km,85 kW,Benzín,4.9 l/100km,Automat
Cupra,Formentor,12/2022,773 260 Kč,29 979 km,180 kW,Hybrid,,Automat
Audi,Q5,5/2021,773 260 Kč,140 578 km,120 kW,Diesel,4.7 l/100km,Automat
Mercedes-Benz,A 250,8/2023,772 760 Kč,17 801 km,160 kW,Hybrid,,Automat
Audi,A3,3/2022,772 260 Kč,39 700 km,180 kW,Hybrid,6.1 l/100km,Automat
Mercedes-Benz,Citan,11/2023,772 260 Kč,16 297 km,85 kW,Diesel,5.6 l/100km,Manuál
Volkswagen,Golf,10/2022,769 760 Kč,19 500 km,180 kW,Benzín,6.5 l/100km,Automat
BMW,118,2/2024,767 260 Kč,4 100 km,100 kW,Benzín,5.4 l/100km,Automat
Cupra,Formentor,9/2023,765 760 Kč,1 km,150 kW,Hybrid,1.2 l/100km,Automat
BMW,330,2/2021,764 760 Kč,68 390 km,185 kW,Hybrid,,Automat
BMW,520,12/2021,764 760 Kč,160 520 km,140 kW,Diesel,5.2 l/100km,Automat
Volvo,V90,6/2021,763 760 Kč,78 960 km,145 kW,Benzín,6 l/100km,Automat
Volkswagen,T-Cross,1/2025,763 760 Kč,0 km,85 kW,Benzín,4.9 l/100km,Automat
Volkswagen,T6 Transporter,7/2019,760 760 Kč,95 200 km,110 kW,Diesel,7.3 l/100km,Manuál
Audi,A3,12/2022,760 760 Kč,36 159 km,180 kW,Hybrid,6.1 l/100km,Automat
Škoda,Enyaq,10/2021,760 260 Kč,92 270 km,150 kW,Elektro,,Automat
Jaguar,F-Type,4/2017,759 260 Kč,139 000 km,280 kW,Benzín,8.8 l/100km,Automat
Alfa Romeo,Stelvio,3/2022,758 260 Kč,71 731 km,140 kW,Diesel,5.8 l/100km,Automat
Volkswagen,ID.4,11/2022,757 760 Kč,34 466 km,150 kW,Elektro,,Automat
Volvo,XC60,6/2020,757 760 Kč,133 540 km,288 kW,Hybrid,,Automat
Audi,Q2,11/2023,755 760 Kč,21 213 km,85 kW,Diesel,4.8 l/100km,Automat
Mercedes-Benz,A 250,3/2022,754 260 Kč,38 835 km,160 kW,Hybrid,,Automat
Cupra,Born,7/2022,754 260 Kč,37 000 km,170 kW,Elektro,16 kWh/100km,Automat
Audi,Q5,10/2020,752 760 Kč,113 383 km,220 kW,Hybrid,1.8 l/100km,Automat
Tesla,Model 3,9/2020,749 260 Kč,48 053 km,324 kW,Elektro,16 kWh/100km,Automat
Jeep,Grand Cherokee,2/2019,747 760 Kč,115 500 km,184 kW,Diesel,7.9 l/100km,Automat
Volkswagen,ID.4,1/2023,747 260 Kč,26 240 km,125 kW,Elektro,,Automat
Volkswagen,T-Roc,2/2021,747 260 Kč,35 596 km,110 kW,Benzín,6.4 l/100km,Automat
BMW,520,9/2020,747 260 Kč,89 490 km,140 kW,Diesel,5.3 l/100km,Automat
BMW,318,12/2021,747 260 Kč,75 470 km,110 kW,Diesel,4.7 l/100km,Automat
Mazda,3,8/2024,747 260 Kč,4 148 km,110 kW,Benzín,6.2 l/100km,Automat
Ford,Transit Custom,5/2021,746 260 Kč,79 208 km,96 kW,Diesel,8.5 l/100km,Automat
Suzuki,Swace,6/2024,746 260 Kč,3 000 km,103 kW,Hybrid,4.5 l/100km,Automat
Volkswagen,ID.3,8/2023,746 260 Kč,16 566 km,150 kW,Elektro,,Automat
BMW,X2,1/2021,743 760 Kč,57 000 km,100 kW,Benzín,5.8 l/100km,Manuál
Volkswagen,ID.3,12/2022,739 760 Kč,18 300 km,152 kW,Elektro,,Automat
Mercedes-Benz,GLC 220,2/2019,739 760 Kč,63 000 km,125 kW,Diesel,6.9 l/100km,Automat
Mercedes-Benz,GLC 250,2/2019,737 760 Kč,151 039 km,150 kW,Diesel,6.9 l/100km,Automat
Kia,Sportage,3/2024,737 760 Kč,15 033 km,100 kW,Diesel,5.5 l/100km,Automat
Ford,Transit Connect,2/2023,736 760 Kč,37 328 km,88 kW,Diesel,4.6 l/100km,Manuál
Cupra,Formentor,3/2022,735 760 Kč,83 511 km,110 kW,Benzín,5.4 l/100km,Manuál
Peugeot,208,2/2024,734 260 Kč,5 319 km,115 kW,Elektro,,Automat
BMW,520,7/2021,734 260 Kč,130 820 km,140 kW,Diesel,5.6 l/100km,Automat
Citroën,C5 Aircross,6/2022,734 260 Kč,14 560 km,133 kW,Hybrid,1.4 l/100km,Automat
Hyundai,Tucson,2/2025,733 760 Kč,100 km,118 kW,Benzín,6.1 l/100km,Manuál
Mercedes-Benz,GLC 250,1/2019,733 260 Kč,110 650 km,155 kW,Benzín,8.6 l/100km,Automat
Fiat,600,2/2024,733 260 Kč,30 km,115 kW,Elektro,15.1 kWh/100km,Automat
Ford,Kuga,11/2023,733 260 Kč,14 129 km,132 kW,Hybrid,5.1 l/100km,Automat
Mitsubishi,Eclipse Cross,4/2023,731 760 Kč,20 000 km,138 kW,Hybrid,,Automat
Mazda,3,2/2025,731 260 Kč,10 km,103 kW,Benzín,6 l/100km,Manuál
Audi,Q2,1/2024,731 260 Kč,8 000 km,81 kW,Benzín,5.8 l/100km,Manuál
Peugeot,508,6/2024,730 260 Kč,4 300 km,96 kW,Benzín,5.7 l/100km,Automat
Audi,Q2,12/2023,730 260 Kč,5 726 km,81 kW,Benzín,5.8 l/100km,Manuál
Kia,Sportage,3/2022,729 260 Kč,36 373 km,130 kW,Benzín,7.5 l/100km,Automat
Volkswagen,Sharan,2/2021,728 760 Kč,84 268 km,110 kW,Benzín,6.7 l/100km,Manuál
Tesla,Model 3,12/2021,725 260 Kč,25 000 km,203 kW,Elektro,,Automat
Renault,Trafic,11/2022,724 760 Kč,32 103 km,82 kW,Diesel,6.9 l/100km,Manuál
BMW,116,6/2023,722 260 Kč,37 005 km,85 kW,Diesel,4.5 l/100km,Automat
Alfa Romeo,Tonale,3/2023,721 760 Kč,61 575 km,96 kW,Benzín,5.7 l/100km,Automat
Mercedes-Benz,A 200,3/2021,720 260 Kč,38 986 km,120 kW,Benzín,5.8 l/100km,Automat
Mazda,6,4/2021,719 260 Kč,34 200 km,143 kW,Benzín,7.6 l/100km,Automat
Volkswagen,T-Roc,11/2021,718 260 Kč,49 600 km,110 kW,Benzín,6.4 l/100km,Automat
BMW,540,12/2018,718 260 Kč,169 700 km,235 kW,Diesel,7.1 l/100km,Automat
Volkswagen,ID.4,11/2021,718 260 Kč,87 900 km,220 kW,Elektro,,Automat
Volvo,V90 Cross Country,5/2020,718 260 Kč,152 130 km,141 kW,Diesel,5.6 l/100km,Automat
Volkswagen,Arteon,5/2023,718 260 Kč,96 123 km,110 kW,Diesel,4.9 l/100km,Automat
Alfa Romeo,Stelvio,9/2020,718 260 Kč,72 792 km,147 kW,Benzín,7.9 l/100km,Automat
Jaguar,E-Pace,3/2021,716 760 Kč,82 500 km,120 kW,Hybrid,7.7 l/100km,Automat
Peugeot,3008,6/2023,716 760 Kč,10 km,96 kW,Diesel,5.5 l/100km,Automat
Audi,A4,11/2022,715 760 Kč,28 600 km,110 kW,Benzín,5.7 l/100km,Automat
Jeep,Compass,4/2023,711 760 Kč,17 000 km,96 kW,Benzín,5.7 l/100km,Automat
Audi,A6,10/2017,709 760 Kč,144 000 km,240 kW,Diesel,6.4 l/100km,Automat
Nissan,Qashqai,2/2024,709 260 Kč,24 315 km,116 kW,Benzín,6.4 l/100km,Automat
Volkswagen,Passat,5/2023,707 760 Kč,43 157 km,110 kW,Diesel,5 l/100km,Automat
Audi,Q4 e-tron,7/2022,707 760 Kč,39 849 km,125 kW,Elektro,17.9 kWh/100km,Automat
BMW,118,6/2023,707 760 Kč,13 800 km,100 kW,Benzín,5.4 l/100km,Automat
Peugeot,Partner,8/2023,707 760 Kč,987 km,100 kW,Elektro,20.7 kWh/100km,Automat
Volkswagen,T6 Transporter,1/2019,706 760 Kč,25 613 km,110 kW,Benzín,8.7 l/100km,Manuál
Audi,Q2,12/2023,706 760 Kč,2 700 km,81 kW,Benzín,5.8 l/100km,Manuál
Audi,A1,2/2024,705 260 Kč,7 300 km,81 kW,Benzín,4.9 l/100km,Automat
BMW,118,11/2023,705 260 Kč,17 300 km,100 kW,Benzín,5.4 l/100km,Manuál
Cupra,Leon,4/2024,701 760 Kč,11 506 km,110 kW,Benzín,4.9 l/100km,Automat
Ford,Focus,8/2024,701 260 Kč,11 km,85 kW,Diesel,4.2 l/100km,Automat
Volkswagen,Golf,8/2021,697 760 Kč,18 957 km,150 kW,Hybrid,,Automat
Škoda,Superb,10/2020,696 760 Kč,44 819 km,200 kW,Hybrid,,Automat
BMW,X1,2/2022,696 760 Kč,47 922 km,162 kW,Hybrid,,Automat
Kia,Niro,7/2021,695 260 Kč,33 122 km,150 kW,Elektro,,Automat
Suzuki,SX4 S-Cross,8/2024,694 760 Kč,4 990 km,95 kW,Benzín,6.1 l/100km,Manuál
Nissan,Leaf,6/2024,694 760 Kč,10 km,110 kW,Elektro,16.7 kWh/100km,Automat
BMW,118,1/2024,694 260 Kč,12 500 km,100 kW,Benzín,5.4 l/100km,Manuál
Seat,Leon,3/2024,694 260 Kč,14 431 km,110 kW,Benzín,5.1 l/100km,Automat
Mercedes-Benz,Vito,7/2019,694 260 Kč,85 530 km,120 kW,Diesel,6.6 l/100km,Manuál
Mazda,MX-5,10/2022,694 260 Kč,12 900 km,135 kW,Benzín,6.9 l/100km,Manuál
Volkswagen,T6 Transporter,3/2022,694 260 Kč,33 000 km,81 kW,Diesel,6.9 l/100km,Manuál
Opel,Astra,5/2024,693 760 Kč,3 222 km,96 kW,Benzín,4.5 l/100km,Automat
Cupra,Born,7/2022,693 260 Kč,25 088 km,170 kW,Elektro,15.5 kWh/100km,Automat
Volkswagen,ID.4,8/2022,693 260 Kč,39 672 km,109 kW,Elektro,,Automat
Hyundai,Santa Fe,6/2019,691 760 Kč,103 222 km,136 kW,Benzín,9.4 l/100km,Automat
Škoda,Kodiaq,6/2021,690 760 Kč,157 300 km,147 kW,Diesel,6.3 l/100km,Automat
Tesla,Model 3,12/2019,689 260 Kč,63 120 km,324 kW,Elektro,16 kWh/100km,Automat
MG,ZS,11/2024,688 260 Kč,1 000 km,145 kW,Hybrid,5.1 l/100km,Automat
Volkswagen,T6 Transporter,8/2019,681 760 Kč,146 000 km,110 kW,Diesel,6.4 l/100km,Automat
Citroën,C4,9/2023,681 260 Kč,50 km,100 kW,Elektro,,Automat
Audi,A3,12/2022,681 260 Kč,23 453 km,150 kW,Hybrid,6.1 l/100km,Automat
Volkswagen,Taigo,12/2024,681 260 Kč,0 km,85 kW,Benzín,4.9 l/100km,Manuál
