Značka,Model,První registrace,Cena,Najeto,Výkon,Palivo,Spotřeba,Převodovka
Škoda,Karoq,6/2023,628 760 Kč,23 674 km,110 kW,Benzín,5.4 l/100km,Manuál
Citroën,Jumper,4/2021,627 760 Kč,49 099 km,88 kW,Diesel,9.1 l/100km,Manuál
Seat,Arona,6/2024,626 760 Kč,8 909 km,110 kW,Benzín,5 l/100km,Automat
MG,MG3,12/2024,626 260 Kč,10 km,143 kW,Hybrid,4.4 l/100km,Automat
Seat,Arona,6/2024,626 260 Kč,9 132 km,110 kW,Benzín,5 l/100km,Automat
Opel,Mokka,12/2024,623 760 Kč,20 km,100 kW,Elektro,,Automat
Cupra,Formentor,10/2022,623 260 Kč,19 955 km,150 kW,Hybrid,,Automat
Škoda,Karoq,6/2023,621 260 Kč,24 028 km,110 kW,Benzín,5.4 l/100km,Manuál
Seat,Arona,6/2024,618 760 Kč,7 300 km,110 kW,Benzín,5 l/100km,Automat
Hyundai,Kona,4/2023,618 760 Kč,14 508 km,104 kW,Hybrid,3.9 l/100km,Automat
Seat,Arona,6/2024,617 260 Kč,11 265 km,110 kW,Benzín,5 l/100km,Automat
Toyota,C-HR,3/2023,615 760 Kč,53 527 km,90 kW,Hybrid,4.7 l/100km,Automat
Volkswagen,Taigo,6/2024,608 260 Kč,0 km,70 kW,Benzín,4.7 l/100km,Manuál
Mitsubishi,Eclipse Cross,4/2022,605 760 Kč,72 200 km,138 kW,Hybrid,2 l/100km,Automat
Cupra,Formentor,10/2022,602 260 Kč,47 228 km,150 kW,Hybrid,,Automat
Kia,Sportage,2/2023,601 760 Kč,85 211 km,112 kW,Benzín,,Manuál
MG,MG4,3/2023,592 760 Kč,8 000 km,125 kW,Elektro,17 kWh/100km,Automat
Tesla,Model 3,12/2019,590 260 Kč,122 109 km,258 kW,Elektro,,Automat
MG,EHS,4/2023,584 760 Kč,50 489 km,209 kW,Hybrid,,Automat
Hyundai,Tucson,11/2021,583 260 Kč,115 000 km,169 kW,Hybrid,5.4 l/100km,Automat
Citroën,C5 Aircross,5/2024,579 260 Kč,15 457 km,100 kW,Benzín,5.4 l/100km,Automat
MINI,Cooper SE,2/2025,577 760 Kč,30 km,135 kW,Elektro,,Automat
Seat,Ateca,2/2023,577 260 Kč,60 775 km,110 kW,Benzín,5.7 l/100km,Manuál
Citroën,C5 X,6/2024,574 260 Kč,20 934 km,96 kW,Benzín,5.7 l/100km,Automat
Volkswagen,T-Roc,6/2024,574 260 Kč,25 364 km,85 kW,Benzín,6 l/100km,Manuál
Mercedes-Benz,C 200,9/2019,573 760 Kč,123 151 km,135 kW,Benzín,6.2 l/100km,Automat
BMW,320,11/2021,571 760 Kč,120 629 km,140 kW,Diesel,4.7 l/100km,Automat
Škoda,Scala,1/2024,563 760 Kč,23 714 km,81 kW,Benzín,5.1 l/100km,Automat
Jeep,Avenger,4/2024,554 260 Kč,10 138 km,74 kW,Benzín,5.4 l/100km,Manuál
Mercedes-Benz,Vito,2/2016,553 760 Kč,90 728 km,85 kW,Diesel,6.2 l/100km,Manuál
Toyota,Yaris,3/2023,550 760 Kč,10 km,85 kW,Hybrid,3.8 l/100km,Automat
Mercedes-Benz,A 200,8/2019,549 260 Kč,92 103 km,120 kW,Benzín,5.8 l/100km,Automat
Opel,Grandland,4/2021,549 260 Kč,29 750 km,165 kW,Hybrid,,Automat
Hyundai,Kona,1/2020,546 760 Kč,51 696 km,150 kW,Elektro,,Automat
Seat,Ateca,2/2023,546 260 Kč,69 503 km,110 kW,Benzín,5.7 l/100km,Manuál
Volvo,V60,11/2021,543 760 Kč,155 519 km,145 kW,Diesel,6.2 l/100km,Automat
Ford,Transit Custom,11/2020,541 760 Kč,125 988 km,125 kW,Diesel,6.2 l/100km,Manuál
BMW,116,10/2022,539 760 Kč,39 000 km,80 kW,Benzín,5.1 l/100km,Automat
MG,EHS,5/2022,538 760 Kč,21 315 km,190 kW,Hybrid,,Automat
Peugeot,508,4/2022,538 260 Kč,24 945 km,96 kW,Benzín,4.8 l/100km,Automat
Opel,Combo,7/2023,538 260 Kč,21 149 km,74 kW,Diesel,4.1 l/100km,Manuál
Volkswagen,Caddy,12/2022,531 260 Kč,12 000 km,84 kW,Benzín,5.8 l/100km,Manuál
MG,EHS,11/2021,523 260 Kč,24 900 km,190 kW,Hybrid,,Automat
Kia,Stonic,11/2021,522 760 Kč,3 493 km,88 kW,Benzín,5 l/100km,Automat
MINI,Cooper SE,1/2022,522 760 Kč,21 750 km,135 kW,Elektro,,Automat
Volkswagen,T6 Transporter,11/2018,520 260 Kč,145 369 km,110 kW,Diesel,6 l/100km,Manuál
DS Automobiles,DS3 Crossback,7/2022,510 260 Kč,22 000 km,75 kW,Benzín,5.7 l/100km,Manuál
Ford,Ranger,12/2018,510 260 Kč,146 800 km,118 kW,Diesel,7.1 l/100km,Manuál
Volkswagen,T-Cross,10/2021,507 260 Kč,7 370 km,81 kW,Benzín,5.8 l/100km,Manuál
Volkswagen,Caddy,6/2019,501 760 Kč,65 105 km,92 kW,Benzín,5.5 l/100km,Automat
Jeep,Renegade,7/2022,500 260 Kč,80 000 km,177 kW,Hybrid,2 l/100km,Automat
BMW,120,3/2019,499 260 Kč,79 300 km,135 kW,Benzín,,Automat
Ford,Kuga,7/2022,499 260 Kč,71 994 km,110 kW,Benzín,6.6 l/100km,Manuál
BMW,i3,7/2019,496 760 Kč,55 200 km,125 kW,Elektro,,Automat
Ford,Transit Connect,2/2022,492 760 Kč,55 469 km,74 kW,Diesel,5.6 l/100km,Manuál
Mercedes-Benz,A 180,11/2021,492 760 Kč,138 415 km,85 kW,Diesel,5 l/100km,Automat
Volkswagen,T6 Transporter,6/2016,489 260 Kč,119 384 km,75 kW,Diesel,6.7 l/100km,Manuál
Jeep,Renegade,12/2022,486 760 Kč,28 167 km,96 kW,Diesel,4.7 l/100km,Manuál
MINI,Cooper SE,1/2022,483 760 Kč,29 401 km,135 kW,Elektro,,Automat
BMW,118,3/2021,483 760 Kč,144 450 km,110 kW,Diesel,4.6 l/100km,Manuál
Fiat,Ducato,4/2019,476 760 Kč,144 174 km,96 kW,Diesel,7.4 l/100km,Manuál
Hyundai,Kona,11/2019,474 260 Kč,100 591 km,150 kW,Elektro,,Automat
Mercedes-Benz,A 200,2/2017,471 260 Kč,63 150 km,115 kW,Benzín,5.5 l/100km,Manuál
Opel,Vivaro,12/2021,471 260 Kč,115 909 km,106 kW,Diesel,5.2 l/100km,Manuál
Peugeot,2008,12/2021,470 760 Kč,24 000 km,100 kW,Elektro,,Automat
Hyundai,Kona,12/2020,469 260 Kč,101 600 km,150 kW,Elektro,,Automat
Audi,A1,11/2019,464 260 Kč,65 000 km,85 kW,Benzín,4.9 l/100km,Automat
Volkswagen,ID.3,12/2020,462 760 Kč,119 064 km,150 kW,Elektro,,Automat
Volkswagen,ID.3,12/2020,461 760 Kč,129 178 km,150 kW,Elektro,,Automat
Mercedes-Benz,B 220,12/2018,460 760 Kč,46 986 km,130 kW,Diesel,6.5 l/100km,Automat
Toyota,GT86,5/2015,459 760 Kč,163 110 km,147 kW,Benzín,7.6 l/100km,Manuál
Hyundai,IONIQ,11/2020,446 760 Kč,28 726 km,100 kW,Elektro,,Automat
Volkswagen,Caddy,5/2020,445 760 Kč,12 000 km,75 kW,Benzín,5.7 l/100km,Manuál
Citroën,C3 Aircross,4/2024,445 260 Kč,6 000 km,81 kW,Benzín,5.5 l/100km,Manuál
MG,ZS,1/2021,436 760 Kč,90 458 km,105 kW,Elektro,18.6 kWh/100km,Automat
Peugeot,2008,1/2022,435 760 Kč,49 760 km,100 kW,Elektro,,Automat
Renault,Trafic,6/2020,432 760 Kč,132 500 km,107 kW,Diesel,6.1 l/100km,Manuál
Citroën,C3 Aircross,6/2024,432 760 Kč,25 600 km,81 kW,Diesel,,Manuál
Ford,EcoSport,1/2023,432 260 Kč,26 300 km,92 kW,Benzín,5.5 l/100km,Manuál
Renault,Scenic,7/2019,432 260 Kč,74 286 km,117 kW,Benzín,,Manuál
MG,ZS,7/2020,422 260 Kč,50 400 km,105 kW,Elektro,,Automat
BMW,i3,7/2019,408 760 Kč,49 356 km,127 kW,Elektro,,Automat
Ford,S-Max,6/2017,400 760 Kč,99 500 km,118 kW,Benzín,6.5 l/100km,Manuál
Ford,Fiesta,3/2023,398 760 Kč,26 824 km,92 kW,Benzín,5.8 l/100km,Automat
Nissan,Leaf,1/2022,396 760 Kč,63 851 km,110 kW,Elektro,17.1 kWh/100km,Automat
Peugeot,208,1/2023,386 760 Kč,46 663 km,75 kW,Benzín,5.3 l/100km,Manuál
Mitsubishi,Outlander,4/2017,384 260 Kč,126 650 km,110 kW,Diesel,5.8 l/100km,Automat
Smart,ForFour,3/2022,384 260 Kč,12 821 km,60 kW,Elektro,,Automat
Renault,Megane,9/2020,384 260 Kč,66 806 km,116 kW,Hybrid,1.3 l/100km,Automat
Renault,Grand Scenic,1/2019,376 760 Kč,113 653 km,88 kW,Diesel,4.8 l/100km,Manuál
Kia,Optima,4/2018,372 260 Kč,126 892 km,120 kW,Benzín,7.6 l/100km,Manuál
Peugeot,208,1/2022,371 760 Kč,45 388 km,75 kW,Benzín,5.5 l/100km,Automat
Volkswagen,Polo,1/2021,369 760 Kč,32 327 km,59 kW,Benzín,4.8 l/100km,Manuál
Ford,Transit Connect,10/2020,364 260 Kč,132 012 km,88 kW,Diesel,5 l/100km,Manuál
Citroën,C3,3/2024,335 760 Kč,9 735 km,61 kW,Benzín,4.4 l/100km,Manuál
Dacia,Spring,11/2022,330 760 Kč,9 600 km,33 kW,Elektro,,Automat
Peugeot,Partner,9/2019,330 760 Kč,167 425 km,73 kW,Diesel,4.6 l/100km,Manuál
Smart,ForFour,1/2021,317 760 Kč,22 600 km,60 kW,Elektro,,Automat
Fiat,Scudo,6/2016,290 760 Kč,87 450 km,66 kW,Diesel,7.5 l/100km,Manuál
Toyota,Aygo,1/2020,282 260 Kč,56 102 km,53 kW,Benzín,4.1 l/100km,Manuál
Opel,Combo,8/2019,269 260 Kč,119 000 km,74 kW,Diesel,4.2 l/100km,Manuál
Hyundai,ix35,9/2012,259 260 Kč,93 000 km,120 kW,Benzín,7.6 l/100km,Manuál
Ford,B-Max,10/2016,234 760 Kč,64 000 km,103 kW,Benzín,4.9 l/100km,Manuál
Chevrolet,Captiva,8/2013,207 260 Kč,155 000 km,135 kW,Diesel,6.4 l/100km,Manuál
Hyundai,i10,4/2018,202 260 Kč,133 298 km,49 kW,Benzín,5.1 l/100km,Manuál
MINI,One First,2/2015,190 760 Kč,133 000 km,55 kW,Benzín,4.9 l/100km,Manuál
Volkswagen,Polo,3/2015,189 260 Kč,128 822 km,55 kW,Benzín,5.1 l/100km,Manuál
MINI,Cooper D Clubman,9/2013,163 760 Kč,170 000 km,82 kW,Diesel,3.9 l/100km,Manuál
Seat,Mii,2/2018,158 760 Kč,149 900 km,55 kW,Benzín,4.1 l/100km,Manuál
Peugeot,108,2/2015,140 760 Kč,140 648 km,60 kW,Benzín,4.1 l/100km,Manuál
BMW,M5,12/2024,4 241 260 Kč,0 km,535 kW,Hybrid,,Automat
Mercedes-Benz,G 400,2/2024,4 091 760 Kč,300 km,243 kW,Diesel,11.2 l/100km,Automat
Mercedes-Benz,GLE 63 AMG,7/2024,3 317 260 Kč,9 981 km,450 kW,Benzín,,Automat
Mercedes-Benz,S 500,1/2024,3 264 760 Kč,14 020 km,320 kW,Benzín,,Automat
Audi,RS6,1/2024,3 185 760 Kč,11 380 km,463 kW,Benzín,12.1 l/100km,Automat
Mercedes-Benz,GLS 580,2/2023,3 036 760 Kč,14 000 km,360 kW,Benzín,12 l/100km,Automat
Audi,RS6,7/2023,3 004 260 Kč,20 000 km,463 kW,Benzín,12.1 l/100km,Automat
Audi,RSQ8,5/2023,3 001 260 Kč,29 500 km,441 kW,Benzín,12.1 l/100km,Automat
Audi,RS6,1/2021,2 970 760 Kč,26 599 km,441 kW,Benzín,12.1 l/100km,Automat
BMW,i7,3/2024,2 497 760 Kč,16 600 km,335 kW,Elektro,,Automat
BMW,740,1/2024,2 374 760 Kč,25 729 km,220 kW,Diesel,6.1 l/100km,Automat
BMW,i5,12/2024,2 341 760 Kč,10 km,442 kW,Elektro,20.5 kWh/100km,Automat
Audi,SQ7,4/2023,2 103 760 Kč,2 353 km,373 kW,Benzín,11.4 l/100km,Automat
BMW,iX,11/2024,1 913 760 Kč,4 150 km,385 kW,Elektro,,Automat
Jaguar,I-Pace,1/2025,1 874 760 Kč,0 km,294 kW,Elektro,,Automat
BMW,i5,1/2025,1 866 260 Kč,6 986 km,290 kW,Elektro,,Automat
Porsche,Taycan,3/2021,1 848 260 Kč,84 800 km,500 kW,Elektro,,Automat
Land Rover,Discovery,11/2023,1 842 260 Kč,19 300 km,183 kW,Diesel,8.4 l/100km,Automat
BMW,X7,4/2020,1 842 260 Kč,46 995 km,390 kW,Benzín,12 l/100km,Automat
BMW,i4,3/2025,1 758 260 Kč,4 000 km,295 kW,Elektro,17.7 kWh/100km,Automat
BMW,iX,3/2023,1 744 760 Kč,30 500 km,385 kW,Elektro,,Automat
Mercedes-Benz,GLC 300,4/2024,1 697 260 Kč,6 084 km,198 kW,Diesel,,Automat
Porsche,Taycan,11/2020,1 679 260 Kč,62 055 km,420 kW,Elektro,,Automat
Toyota,Land Cruiser,12/2024,1 657 760 Kč,50 km,170 kW,Benzín,15.6 l/100km,Manuál
Mercedes-Benz,CLA 45 AMG,5/2024,1 647 260 Kč,3 057 km,310 kW,Benzín,8.5 l/100km,Automat
Audi,S6,2/2022,1 604 760 Kč,83 692 km,253 kW,Diesel,6.4 l/100km,Automat
Mercedes-Benz,CLE 220,11/2023,1 604 760 Kč,28 473 km,145 kW,Diesel,,Automat
Volkswagen,T6 California,6/2023,1 604 260 Kč,60 215 km,110 kW,Diesel,6.9 l/100km,Automat
Land Rover,Range Rover Evoque,11/2024,1 602 260 Kč,2 030 km,150 kW,Diesel,7.7 l/100km,Automat
BMW,520,6/2024,1 598 760 Kč,19 305 km,145 kW,Diesel,5.3 l/100km,Automat
Audi,SQ5,1/2022,1 591 760 Kč,24 190 km,251 kW,Diesel,7 l/100km,Automat
Land Rover,Range Rover Evoque,10/2024,1 578 760 Kč,25 km,198 kW,Hybrid,20.8 l/100km,Automat
Audi,Q5,2/2025,1 575 260 Kč,50 km,150 kW,Diesel,5.3 l/100km,Automat
Audi,A7,2/2024,1 569 760 Kč,9 017 km,150 kW,Diesel,4.7 l/100km,Automat
BMW,X3,7/2024,1 565 260 Kč,13 850 km,210 kW,Diesel,6.5 l/100km,Automat
Audi,A6,3/2025,1 565 260 Kč,10 km,210 kW,Elektro,,Automat
Porsche,Taycan,6/2020,1 549 760 Kč,74 647 km,390 kW,Elektro,,Automat
Mercedes-Benz,GLE 53 AMG,5/2020,1 546 760 Kč,139 000 km,320 kW,Benzín,,Automat
Mercedes-Benz,GLC 200,11/2024,1 533 260 Kč,9 900 km,150 kW,Benzín,7.5 l/100km,Automat
BMW,X6,5/2020,1 525 260 Kč,46 950 km,195 kW,Diesel,6 l/100km,Automat
Audi,Q4 e-tron,6/2024,1 524 760 Kč,2 789 km,250 kW,Elektro,,Automat
Mercedes-Benz,GLE 350,1/2021,1 523 260 Kč,72 972 km,245 kW,Hybrid,,Automat
Audi,Q5,1/2024,1 520 260 Kč,0 km,220 kW,Hybrid,1.8 l/100km,Automat
BMW,X5,12/2022,1 511 260 Kč,47 476 km,210 kW,Diesel,6.5 l/100km,Automat
Volvo,V60,8/2024,1 499 760 Kč,6 787 km,335 kW,Hybrid,,Automat
Alfa Romeo,Giulia,4/2021,1 498 760 Kč,42 635 km,375 kW,Benzín,10 l/100km,Automat
BMW,X2,2/2024,1 495 760 Kč,15 108 km,221 kW,Benzín,7.5 l/100km,Automat
Volvo,V60,1/2025,1 484 760 Kč,0 km,341 kW,Hybrid,,Automat
Ford,Mustang,11/2022,1 472 760 Kč,35 km,331 kW,Benzín,11.6 l/100km,Automat
BMW,530,2/2024,1 470 260 Kč,8 725 km,210 kW,Diesel,5.3 l/100km,Automat
BMW,330,4/2024,1 446 760 Kč,23 053 km,185 kW,Hybrid,,Automat
Mercedes-Benz,CLE 200,11/2023,1 446 760 Kč,11 704 km,150 kW,Benzín,,Automat
BMW,X4,4/2024,1 446 760 Kč,27 347 km,135 kW,Benzín,7.1 l/100km,Automat
Ford,Ranger,10/2024,1 446 260 Kč,10 km,177 kW,Diesel,10.2 l/100km,Automat
Mercedes-Benz,CLS 400,11/2021,1 444 760 Kč,71 600 km,243 kW,Diesel,,Automat
Mercedes-Benz,E 220,7/2024,1 440 260 Kč,24 900 km,145 kW,Diesel,,Automat
Ford,Capri,12/2024,1 433 260 Kč,0 km,210 kW,Elektro,13.4 kWh/100km,Automat
Audi,Q7,2/2022,1 431 760 Kč,94 965 km,210 kW,Diesel,8 l/100km,Automat
Audi,A6,6/2024,1 431 260 Kč,24 817 km,195 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,E 220,7/2024,1 420 260 Kč,20 441 km,145 kW,Diesel,,Automat
Mercedes-Benz,CLS 220,8/2023,1 417 760 Kč,28 100 km,143 kW,Diesel,5.5 l/100km,Automat
Audi,A6,9/2024,1 393 760 Kč,27 410 km,195 kW,Benzín,7 l/100km,Automat
Audi,A6,6/2024,1 392 760 Kč,29 553 km,195 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,GLC 200,3/2024,1 390 760 Kč,9 900 km,150 kW,Benzín,7.6 l/100km,Automat
Mercedes-Benz,GLC 200,5/2024,1 385 760 Kč,9 840 km,150 kW,Benzín,,Automat
Mercedes-Benz,C 63 AMG,7/2012,1 369 260 Kč,80 000 km,378 kW,Benzín,11.7 l/100km,Automat
Mercedes-Benz,GLC 200,4/2024,1 367 260 Kč,22 900 km,150 kW,Benzín,,Automat
Audi,A6,4/2024,1 366 260 Kč,20 614 km,190 kW,Benzín,6.8 l/100km,Automat
Mercedes-Benz,C 300,3/2024,1 364 760 Kč,9 007 km,230 kW,Hybrid,,Automat
Volkswagen,Golf,1/2024,1 354 260 Kč,18 432 km,245 kW,Benzín,7.3 l/100km,Automat
BMW,i4,12/2024,1 354 260 Kč,0 km,210 kW,Elektro,18.5 kWh/100km,Automat
Volvo,V90,7/2024,1 345 760 Kč,1 100 km,261 kW,Hybrid,,Automat
BMW,430,7/2023,1 340 760 Kč,36 000 km,210 kW,Diesel,5.3 l/100km,Automat
Mercedes-Benz,CLA 35 AMG,10/2023,1 340 260 Kč,16 874 km,225 kW,Benzín,7.7 l/100km,Automat
Volvo,XC60,5/2024,1 338 260 Kč,18 908 km,184 kW,Benzín,7.3 l/100km,Automat
BMW,X3,9/2022,1 335 760 Kč,28 000 km,210 kW,Diesel,6.1 l/100km,Automat
Volkswagen,Golf,5/2024,1 329 760 Kč,12 232 km,245 kW,Benzín,7.3 l/100km,Automat
Volvo,XC40,10/2024,1 326 760 Kč,0 km,175 kW,Elektro,16.8 kWh/100km,Automat
Audi,Q5,3/2025,1 317 760 Kč,1 km,120 kW,Diesel,4.7 l/100km,Automat
BMW,iX1,1/2025,1 314 760 Kč,5 900 km,230 kW,Elektro,17.1 kWh/100km,Automat
Land Rover,Range Rover Velar,7/2022,1 312 260 Kč,29 987 km,294 kW,Benzín,8.3 l/100km,Automat
Audi,A6,3/2022,1 311 760 Kč,47 250 km,270 kW,Hybrid,1.5 l/100km,Automat
Land Rover,Range Rover Evoque,6/2024,1 301 260 Kč,1 025 km,120 kW,Diesel,6.6 l/100km,Automat
Volkswagen,ID.7,6/2024,1 296 260 Kč,18 685 km,210 kW,Elektro,,Automat
Volvo,C40,12/2023,1 290 760 Kč,22 km,300 kW,Elektro,,Automat
Cupra,Leon,3/2025,1 288 260 Kč,3 000 km,245 kW,Benzín,6.2 l/100km,Automat
GWM,07,2/2025,1 288 260 Kč,20 km,300 kW,Elektro,17.5 kWh/100km,Automat
Audi,A6,4/2024,1 275 260 Kč,10 025 km,120 kW,Diesel,4.7 l/100km,Automat
BMW,iX1,7/2024,1 263 260 Kč,4 200 km,230 kW,Elektro,,Automat
BMW,X1,6/2023,1 262 260 Kč,25 400 km,155 kW,Diesel,4.8 l/100km,Automat
BMW,X2,12/2024,1 261 760 Kč,0 km,115 kW,Benzín,5.9 l/100km,Automat
Kia,EV3,11/2024,1 261 760 Kč,4 500 km,150 kW,Elektro,16.2 kWh/100km,Automat
BMW,440,1/2022,1 260 760 Kč,87 103 km,275 kW,Benzín,7.4 l/100km,Automat
BMW,X4,1/2021,1 254 760 Kč,45 702 km,250 kW,Diesel,6.5 l/100km,Automat
Suzuki,Across,12/2023,1 251 760 Kč,50 km,138 kW,Ostatní,,Automat
Cupra,Terramar,12/2024,1 244 760 Kč,13 900 km,200 kW,Hybrid,18.5 l/100km,Automat
BMW,430 Gran Coupé,7/2024,1 235 760 Kč,10 939 km,180 kW,Benzín,6.5 l/100km,Automat
Hyundai,Santa Fe,5/2024,1 218 760 Kč,15 km,195 kW,Hybrid,5.8 l/100km,Automat
Mercedes-Benz,GLB 220,10/2023,1 209 260 Kč,18 600 km,140 kW,Diesel,5.8 l/100km,Automat
BMW,M235 Gran Coupé,1/2024,1 208 760 Kč,7 792 km,225 kW,Benzín,6.8 l/100km,Automat
BMW,420 Gran Coupé,2/2024,1 206 760 Kč,7 856 km,135 kW,Benzín,6.3 l/100km,Automat
Mercedes-Benz,C 300,3/2024,1 206 760 Kč,11 248 km,195 kW,Diesel,,Automat
Mercedes-Benz,Vito,1/2023,1 189 260 Kč,8 930 km,120 kW,Diesel,6.9 l/100km,Automat
Audi,Q5,6/2023,1 185 260 Kč,31 780 km,150 kW,Hybrid,1.8 l/100km,Automat
Volvo,XC40,10/2023,1 180 760 Kč,42 870 km,304 kW,Elektro,,Automat
Ford,Ranger,9/2023,1 178 760 Kč,32 km,151 kW,Diesel,6.9 l/100km,Automat
Subaru,Forester,10/2024,1 175 260 Kč,10 km,100 kW,Benzín,8.1 l/100km,Automat
Hyundai,IONIQ 6,12/2023,1 169 760 Kč,12 km,239 kW,Elektro,16.9 kWh/100km,Automat
Mercedes-Benz,E 220,8/2023,1 160 260 Kč,31 600 km,147 kW,Diesel,,Automat
Renault,Trafic,12/2024,1 159 260 Kč,10 km,110 kW,Diesel,,Automat
Ford,Transit Custom,1/2025,1 156 260 Kč,0 km,110 kW,Diesel,6.6 l/100km,Manuál
Alfa Romeo,Stelvio,4/2024,1 153 760 Kč,8 464 km,154 kW,Diesel,5.6 l/100km,Automat
Volkswagen,Tiguan,11/2023,1 150 760 Kč,20 408 km,180 kW,Benzín,7.3 l/100km,Automat
Jaguar,I-Pace,9/2021,1 146 760 Kč,9 377 km,235 kW,Elektro,,Automat
BMW,X3,9/2023,1 144 760 Kč,16 300 km,135 kW,Benzín,7.2 l/100km,Automat
Land Rover,Range Rover Evoque,1/2022,1 143 260 Kč,41 480 km,227 kW,Hybrid,,Automat
Mercedes-Benz,GLA 200,8/2024,1 140 760 Kč,9 900 km,120 kW,Benzín,6.9 l/100km,Automat
Mercedes-Benz,GLC 300,2/2022,1 136 260 Kč,98 600 km,225 kW,Hybrid,,Automat
Volvo,XC40,12/2023,1 135 760 Kč,7 970 km,188 kW,Elektro,,Automat
Ford,Explorer,1/2025,1 133 760 Kč,10 km,210 kW,Elektro,,Automat
Mercedes-Benz,GLB 220,10/2023,1 133 260 Kč,9 900 km,140 kW,Diesel,5.8 l/100km,Automat
BMW,330,1/2024,1 132 760 Kč,25 200 km,180 kW,Benzín,6.2 l/100km,Automat
BMW,X3,3/2023,1 128 760 Kč,76 662 km,215 kW,Hybrid,2.1 l/100km,Automat
Audi,Q4 e-tron,3/2022,1 127 760 Kč,15 220 km,220 kW,Elektro,,Automat
BMW,iX,11/2021,1 126 260 Kč,97 853 km,240 kW,Elektro,,Automat
Kia,EV6,5/2024,1 126 260 Kč,3 485 km,169 kW,Elektro,,Automat
Mercedes-Benz,Vito,10/2021,1 124 760 Kč,15 487 km,140 kW,Diesel,6.7 l/100km,Automat
Hyundai,IONIQ 5,1/2024,1 121 260 Kč,7 360 km,168 kW,Elektro,,Automat
Mercedes-Benz,CLA 250,11/2023,1 118 260 Kč,25 445 km,160 kW,Hybrid,,Automat
Kia,EV3,3/2025,1 116 760 Kč,10 km,150 kW,Elektro,16.2 kWh/100km,Automat
Mercedes-Benz,EQA,1/2023,1 104 260 Kč,6 015 km,168 kW,Elektro,17.6 kWh/100km,Automat
Mercedes-Benz,C 300,5/2023,1 102 760 Kč,39 900 km,230 kW,Hybrid,,Automat
Volkswagen,Crafter,2/2025,1 100 260 Kč,10 km,103 kW,Diesel,7.7 l/100km,Automat
Volkswagen,Touran,12/2024,1 099 760 Kč,0 km,110 kW,Diesel,4.9 l/100km,Automat
Volkswagen,T-Roc,1/2025,1 098 260 Kč,0 km,110 kW,Benzín,6.4 l/100km,Automat
Volkswagen,ID.4,3/2023,1 066 760 Kč,24 170 km,220 kW,Elektro,,Automat
Mercedes-Benz,CLA 220 Shooting Brake,7/2024,1 064 260 Kč,18 900 km,140 kW,Diesel,4.4 l/100km,Automat
Mercedes-Benz,Vito,10/2023,1 058 260 Kč,65 328 km,140 kW,Diesel,5.8 l/100km,Automat
Mercedes-Benz,C 220,6/2024,1 051 260 Kč,18 132 km,145 kW,Diesel,,Automat
Cupra,Formentor,6/2024,1 050 760 Kč,6 km,228 kW,Benzín,7.7 l/100km,Automat
BMW,330,9/2023,1 050 760 Kč,27 500 km,180 kW,Benzín,6.4 l/100km,Automat
Alfa Romeo,Stelvio,1/2023,1 048 760 Kč,13 907 km,206 kW,Benzín,7 l/100km,Automat
Mercedes-Benz,GLB 180,2/2024,1 024 260 Kč,9 956 km,100 kW,Benzín,6.6 l/100km,Automat
Kia,Niro,9/2024,1 024 260 Kč,10 km,125 kW,Hybrid,14 l/100km,Automat
Peugeot,3008,6/2023,1 023 260 Kč,10 km,222 kW,Hybrid,,Automat
Audi,Q5,12/2021,1 013 260 Kč,32 411 km,150 kW,Diesel,5.4 l/100km,Automat
Audi,A3,8/2024,1 012 760 Kč,10 km,150 kW,Hybrid,6.1 l/100km,Automat
Hyundai,IONIQ 5,3/2023,1 010 760 Kč,7 935 km,239 kW,Elektro,17.9 kWh/100km,Automat
BMW,520,2/2022,1 010 260 Kč,72 043 km,140 kW,Diesel,5 l/100km,Automat
Kia,EV3,1/2025,1 007 760 Kč,10 km,150 kW,Elektro,,Automat
Audi,Q2,1/2025,1 007 260 Kč,5 km,110 kW,Benzín,6.1 l/100km,Automat
Mercedes-Benz,A 250,12/2023,1 006 260 Kč,6 002 km,160 kW,Hybrid,,Automat
,,,,,,,,
Toyota,RAV4,3/2024,1 003 260 Kč,23 000 km,165 kW,Hybrid,,Automat
Audi,A3,1/2025,1 000 260 Kč,0 km,150 kW,Hybrid,5.6 l/100km,Automat
Volkswagen,Golf,1/2022,996 760 Kč,31 181 km,235 kW,Benzín,7 l/100km,Automat
Volkswagen,ID.5,11/2023,990 260 Kč,14 795 km,150 kW,Elektro,,Automat
Seat,Ateca,7/2024,989 260 Kč,8 000 km,110 kW,Diesel,4.4 l/100km,Manuál
Audi,A4,5/2024,984 760 Kč,21 700 km,150 kW,Diesel,4.5 l/100km,Automat
Audi,S3,5/2022,984 760 Kč,69 220 km,228 kW,Benzín,7.8 l/100km,Automat
Volvo,XC40,1/2023,980 260 Kč,11 062 km,170 kW,Elektro,,Automat
Cupra,Leon,5/2024,977 760 Kč,2 959 km,221 kW,Benzín,6.7 l/100km,Automat
Volvo,XC90,5/2020,977 760 Kč,105 882 km,173 kW,Diesel,5.9 l/100km,Automat
Mercedes-Benz,C 180,1/2024,971 760 Kč,10 569 km,125 kW,Benzín,,Automat
